,sentence,masked_word
2330,"Our school has fun events, [MASK] a chorus contest.",like
2331,"First, I [MASK] to surf the Internet.",like
2332,"I love nature, and I [MASK] to hike in the woods.",like
2333,They [MASK] to laugh.,like
2334,What is rakugo [MASK]?,like
2335,I [MASK] my house and town because living together with a big family is fun.,like
2336,He [MASK] music very much.,liked
2337,You’re the only one in the world with a voice [MASK] that.,like
2338,I [MASK] these jackets.,like
2339,I [MASK] it because there are many cool characters in it.,like
2340,I [MASK] classical music.,like
2341,I [MASK] it because it’s very emotional.,like
2342,"When you are in a place [MASK] this, you can use a solar cooker.  ",like
2343,"Renewable energy facilities often cost a lot, but you may find a simple idea, [MASK] a solar cooker.  ",like
2344,"There are many places to see in Canada, [MASK] Niagara Falls and Canadian Rockies.",like
2345,"In fact, ukiyo-e prints were sold [MASK] posters.",like
2346,I think manga and anime will be traditional Japanese arts [MASK] ukiyo-e someday.,like
2347,Would you [MASK] some more?,like
2348,I'm glad you [MASK] it.,like
2349,Would you [MASK] another piece of meat loaf?,like
2350,I [MASK] them.,like
2351,"Yes, I [MASK] them, too.",like
2352,"It looks [MASK] the sea, doesn't it?",like
2353,Would you [MASK] to come with me?,like
2354,She held him in her arms [MASK] a real mother.,like
2355,"Not long ago, robots [MASK] those were just a dream.",like
2356,"Some robots can put together products, [MASK] cars or cameras.",like
2357,"Take the Ginza [MASK] to Aoyama-itchome, and change trains there.",Line
2358,Which [MASK] should I take from Aoyama-itchome?,line
2359,Take the Oedo [MASK].,Line
2360,He [MASK] in Australia.,lives
2361,Does Haruki [MASK] near a beach?,live
2362,He [MASK] in Gold Coast.,lives
2363,"We [MASK] far away from each other, but we can be friends.",live
2364,Mary [MASK] in the country.,lived
2365,I [MASK] in Kumamoto City in Kyushu.  ,live
2366,I [MASK] in one of these houses.,live
2367,About 300 people from 60 families [MASK] together in our house.,live
2368,"I [MASK] there with my parents, grandparents, two uncles, three aunts, and three cousins.",live
2369,There are [MASK] rooms and bedrooms on the third and fourth floors.,living
2370,I like my house and town because [MASK] together with a big family is fun.,living
2371,Imagine that you [MASK] on a high mountain.  ,live
2372,I've [MASK] in Japan for a month.,lived
2373,"I [MASK] in Japan before, and I have been a big fan of yours since then.",lived
2374,"They work hard, but they can’t make enough money to [MASK].",live
2375,I’ve [MASK] in Helsinki for more than ten years.,lived
2376,"In Lapland, I could feel a sense of [MASK] within nature.",living
2377,"Today, let’s talk about [MASK] with robots.",living
2378,"That’s true, but I’m a little afraid of [MASK] with robots.",living
2379,"In my opinion, you should keep thinking about the best way to [MASK] with robots.",live
2380,"I’m Takigawa Erika, a 15-year-old girl [MASK] in New York.  ",living
2381,"I [MASK] in Japan before, and moved here last year.",lived
2382,"For one summer, Michio [MASK] among the Inuit people in that Alaskan village.  ",lived
2383,He also learned skills for [MASK] without city conveniences.  ,living
2384,"We only have one life to [MASK], wrote Michio.  ",live
2385,How [MASK] are you going to stay?,long
2386,"It has the same [MASK], black tail as my other cows.",long
2387,How [MASK] does it take?,long
2388,How [MASK] have you known him?,long
2389,"These animals have been there for a [MASK] time, but they're losing their home now.",long
2390,It has been popular among tourists for a [MASK] time because the nature there is really beautiful.,long
2391,"Not [MASK] ago, robots like those were just a dream.",long
2392,[MASK] at this picture.,Look
2393,[MASK].  ,Look
2394,[MASK] at this picture. ,Look
2395,[MASK].,Look
2396,I'm [MASK] for Midori Station.,looking
2397,I'm [MASK] for Midori Station.,looking
2398,[MASK] at this picture.,Look
2399,"One hunter [MASK] back and said, ",looked
2400,I was [MASK] for my pencil case.,looking
2401,You all [MASK] happy!,look
2402,[MASK] at that clock tower beside the Thames.,Look
2403,[MASK].,Look
2404,Now I'm [MASK] at the real thing.,looking
2405,[MASK] in the mirror to check your appearance.,Look
2406,I’m [MASK] for work.,looking
2407,[MASK] at that small stream over there.,Look
2408,You both [MASK] very happy.,look
2409,I have to [MASK] after my neighbor’s children.,look
2410,"For example, [MASK] at this plastic bottle.",look
2411,"Now, [MASK] at this picture.",look
2412,[MASK] at this picture.,Look
2413,Don’t you think they [MASK] interesting?,look
2414,So she [MASK] happy when she sees Sawyer.,looks
2415,"Winter [MASK] happy, but her condition does not get better.",looks
2416,What color are you [MASK] for?,looking
2417,[MASK] at the map and the table.,Look
2418,[MASK] at this picture.,Look
2419,"It [MASK] like the sea, doesn't it?",looks
2420,I’ve just taken a [MASK] at the pamphlet.,look
2421,Have you [MASK] at the prices yet?,looked
2422,I’m [MASK] forward to it.,looking
2423,"They [MASK] happy, and the song sounded sweet.",looked
2424,[MASK] at these robots playing the taiko drums.,Look
2425,"The woman [MASK] at Rudolf calmly, and smiled.",looked
2426,Rudolf [MASK] around more carefully in the hallway.  ,looked
2427,if you [MASK] for it.,look
2428,"He was a university student, and one day he was [MASK] at a book about Alaska.  ",looking
2429,Two hunters [MASK] their way in a forest.  ,lost
2430,I don’t want to [MASK] your friendship.,lose
2431,"I don’t want to [MASK] yours, either.",lose
2432,"These animals have been there for a long time, but they're [MASK] their home now.",losing
2433,"Many people [MASK] their lives, and many others were injured.",lost
2434,I’m worried about [MASK] our future jobs.,losing
2435,She got sick and [MASK] her job.  ,lost
2436,Even the Inuit are [MASK] their traditional way of life.,losing
2437,Two hunters [MASK] their way in a forest.  ,lost
2438,I don’t want to [MASK] your friendship.,lose
2439,"I don’t want to [MASK] yours, either.",lose
2440,"These animals have been there for a long time, but they're [MASK] their home now.",losing
2441,"Many people [MASK] their lives, and many others were injured.",lost
2442,I’m worried about [MASK] our future jobs.,losing
2443,She got sick and [MASK] her job.  ,lost
2444,Even the Inuit are [MASK] their traditional way of life.,losing
2445,"[MASK], Erika",Love
2446,We [MASK] the nature and animals in her books.,love
2447,We [MASK] our school.,love
2448,We [MASK] that mountain.,love
2449,I [MASK] them.,love
2450,"I [MASK] nature, and I like to hike in the woods.",love
2451,I really [MASK] the nature in Yosemite.,love
2452,"I [MASK] dolphins, so I really enjoyed your book.",love
2453,It is [MASK] by many people.,loved
2454,Japanese manga and anime characters are [MASK] in many countries.,loved
2455,"I knew little about them before, but I learned that both are much [MASK] in foreign countries.",loved
2456,I also [MASK] Japanese clothes.,love
2457,I've [MASK] Japanese anime since I was a little child.,loved
2458,I’d [MASK] to.,love
2459,He [MASK] his work and he [MASK] Alaska.,loved
2460,I'm [MASK] tempura.,making
2461,We’re not [MASK] orders.  ,making
2462,"Second, I want to [MASK] useful websites.",make
2463,"Ben, my bad neighbor, [MASK] it last week.",made
2464,Can you [MASK] a big fence along the stream?,make
2465,"Well, [MASK] your bed and come downstairs.",make
2466,[MASK] my bed?,Make
2467,We all have to [MASK] our own beds.,make
2468,But [MASK] an artificial one is very expensive.,making
2469,"First, [MASK] a solar cooker does not cost much.  ",making
2470,You can [MASK] one with only cardboard and aluminum foil.,make
2471,"Third, a solar cooker is safe because it does not [MASK] smoke.  ",make
2472,It [MASK] me proud of Japan.,makes
2473,This idea [MASK] me happy.,makes
2474,It's [MASK] from beef.,made
2475,"Actually, the first aloha shirts in Hawaii were [MASK] by people from Asia.",made
2476,They were [MASK] from Japanese kimonos.,made
2477,It [MASK] her curious.,made
2478,It’s [MASK] into chocolate.,made
2479,"They work hard, but they can’t [MASK] enough money to live.",make
2480,Your shopping choices can [MASK] a difference.,make
2481,The children in today’s video don’t know that cacao is [MASK] into chocolate.,made
2482,"The violin was [MASK] by Nakazawa Muneyuki, a famous violin maker.",made
2483,It was to [MASK] violins from driftwood from the disaster.,make
2484,"Though it was not easy to [MASK] a violin from the driftwood, Mr. Nakazawa created some beautiful violins.",make
2485,They were originally [MASK] as industrial robots.,made
2486,"Yes, especially robots [MASK] in Japan.",made
2487,I think robots [MASK] our lives better because they help us in many ways.,make
2488,It was a sad decision that they [MASK] together.,made
2489,"In the class, students work in groups and learn how to [MASK] their own movies.  ",make
2490,I'm [MASK] tempura.,making
2491,We’re not [MASK] orders.  ,making
2492,"Second, I want to [MASK] useful websites.",make
2493,"Ben, my bad neighbor, [MASK] it last week.",made
2494,Can you [MASK] a big fence along the stream?,make
2495,"Well, [MASK] your bed and come downstairs.",make
2496,[MASK] my bed?,Make
2497,We all have to [MASK] our own beds.,make
2498,But [MASK] an artificial one is very expensive.,making
2499,"First, [MASK] a solar cooker does not cost much.  ",making
2500,You can [MASK] one with only cardboard and aluminum foil.,make
2501,"Third, a solar cooker is safe because it does not [MASK] smoke.  ",make
2502,It [MASK] me proud of Japan.,makes
2503,This idea [MASK] me happy.,makes
2504,It's [MASK] from beef.,made
2505,"Actually, the first aloha shirts in Hawaii were [MASK] by people from Asia.",made
2506,They were [MASK] from Japanese kimonos.,made
2507,It [MASK] her curious.,made
2508,It’s [MASK] into chocolate.,made
2509,"They work hard, but they can’t [MASK] enough money to live.",make
2510,Your shopping choices can [MASK] a difference.,make
2511,The children in today’s video don’t know that cacao is [MASK] into chocolate.,made
2512,"The violin was [MASK] by Nakazawa Muneyuki, a famous violin maker.",made
2513,It was to [MASK] violins from driftwood from the disaster.,make
2514,"Though it was not easy to [MASK] a violin from the driftwood, Mr. Nakazawa created some beautiful violins.",make
2515,They were originally [MASK] as industrial robots.,made
2516,"Yes, especially robots [MASK] in Japan.",made
2517,I think robots [MASK] our lives better because they help us in many ways.,make
2518,It was a sad decision that they [MASK] together.,made
2519,"In the class, students work in groups and learn how to [MASK] their own movies.  ",make
2520,How [MASK] rabbits do they have?,many
2521,The city has [MASK] beautiful beaches.,many
2522,And [MASK] happy returns of the day.,many
2523,"Well, this museum has [MASK] works of Japanese art.",many
2524,We saw [MASK] interesting things.,many
2525,The Restaurant with [MASK] Orders,Many
2526,"It said, We have [MASK] orders.",many
2527,"In the restaurant, the hunters saw [MASK] messages.  ",many
2528,How [MASK] hours did you spend at the museum?,many
2529,We caught [MASK] fish.,many
2530,My sister and I are going to see [MASK] things.,many
2531,[MASK] people call it Big Ben.,Many
2532,So I remember this hall from [MASK] scenes.,many
2533,We can see so [MASK] things in our travels.,many
2534,We have [MASK] things to do.,many
2535,"For my future, I have [MASK] things to learn.",many
2536,I have [MASK] other bridges to build.,many
2537,"These days, [MASK] public places use the idea of universal design.",many
2538,There are [MASK] seats for the audience.,many
2539,"[MASK] people come, and Sawyer collects money for Winter.",Many
2540,I like it because there are [MASK] cool characters in it.,many
2541,"There are [MASK] places to see in Canada, like Niagara Falls and Canadian Rockies.",many
2542,It is loved by [MASK] people.,many
2543,Japanese manga and anime characters are loved in [MASK] countries.,many
2544,[MASK] Doraemon fans celebrated his 100-year before birthday.,Many
2545,There are [MASK] kinds of yunomi in Japan.,many
2546,You can see them in [MASK] places.,many
2547,The Amazon has been important to Brazil for [MASK] years.,many
2548,The rain forest of the Amazon has [MASK] unique animals.,many
2549,[MASK] cacao farm workers are very poor because cacao is sold at a low price.,Many
2550,[MASK] children in Ghana have to work on farms to help their families.,Many
2551,Kyoto is an old city with [MASK] traditional buildings.,many
2552,"On the trip, we enjoyed [MASK] activities.",many
2553,"Through the years , it has seen [MASK] things.",many
